title,doi,eid,scopus_id,year,cover_date,journal,issn,publisher,document_type,authors,affiliations,cited_by_count,open_access,scopus_url,discovery_source,review_status,download_status,oa_pdf_url,priority_score,candidate_rank
Cobalt Concentration-Dependent Structural and Magnetic Transitions in Nanocrystalline Ni0.9−xZn0.1CoxFe2O4 Ferrites,10.1007/s10909-025-03299-y,2-s2.0-105006989185,105006989185,2025,2025-09-01,Journal of Low Temperature Physics,00222291,,Article,,Banasthali Vidyapith,26,False,https://api.elsevier.com/content/abstract/scopus_id/105006989185,scopus,PENDING,NOT_STARTED,,11,172
"Efficient development of ultra-low-grade iron ore by hydrogen-based mineral phase transformation: Magnetic transition, phase transformation, and microstructure evolution",10.1016/j.ijhydene.2024.11.469,2-s2.0-85210684073,85210684073,2025,2025-01-06,International Journal of Hydrogen Energy,03603199,,Article,,College of Resources and Civil Engineering; National-local Joint Engineering Research Center of High-efficient Exploitation Technology for Refractory Iron Ore Resources,21,False,https://api.elsevier.com/content/abstract/scopus_id/85210684073,scopus,PENDING,NOT_STARTED,,11,173
Relationships between structure and properties in commercial lead zirconate titanate (PZT) piezoceramics,10.1016/j.jmat.2025.101052,2-s2.0-105000869284,105000869284,2025,2025-09-01,Journal of Materiomics,23528478,,Article,,Queen Mary University of London,20,True,https://api.elsevier.com/content/abstract/scopus_id/105000869284,scopus,PENDING,NOT_STARTED,,11,174
Dual Cross-Linked Magnetic MXene Aerogel with High Strength and Durability Enables Multifunctionality,10.1002/adfm.202401687,2-s2.0-85189089072,85189089072,2024,2024-08-14,Advanced Functional Materials,1616301X,,Article,,Shandong University,173,False,https://api.elsevier.com/content/abstract/scopus_id/85189089072,scopus,PENDING,NOT_STARTED,,11,175
Investigation of the structural and magnetic properties of the GdCoC compound featuring excellent cryogenic magnetocaloric performance,10.1016/j.actamat.2024.120128,2-s2.0-85183456454,85183456454,2024,2024-09-01,Acta Materialia,13596454,,Article,,Hangzhou Dianzi University,116,False,https://api.elsevier.com/content/abstract/scopus_id/85183456454,scopus,PENDING,NOT_STARTED,,11,176
"First principle study of physical aspects and hydrogen storage capacity of magnesium-based double perovskite hydrides Mg2XH6 (X = Cr, Mn)",10.1016/j.ijhydene.2024.11.112,2-s2.0-85209234778,85209234778,2024,2024-12-18,International Journal of Hydrogen Energy,03603199,,Article,,University of Education,68,False,https://api.elsevier.com/content/abstract/scopus_id/85209234778,scopus,PENDING,NOT_STARTED,,11,177
Organic-Inorganic Hybrid Ferroelectric and Antiferroelectric with Afterglow Emission,10.1002/anie.202319650,2-s2.0-85185282833,85185282833,2024,2024-04-02,Angewandte Chemie International Edition,14337851,,Article,,Zhejiang Normal University,49,False,https://api.elsevier.com/content/abstract/scopus_id/85185282833,scopus,PENDING,NOT_STARTED,,11,178
Peptide programming of supramolecular vinylidene fluoride ferroelectric phases,10.1038/s41586-024-08041-4,2-s2.0-85206360926,85206360926,2024,2024-10-24,Nature,00280836,,Article,,Northwestern University,45,False,https://api.elsevier.com/content/abstract/scopus_id/85206360926,scopus,PENDING,NOT_STARTED,,11,179
Inverse Magnetocaloric Effect in Altermagnetic 2D Non-van der Waals FeX (X = S and Se) Semiconductors,10.1002/adfm.202402080,2-s2.0-85189820593,85189820593,2024,2024-09-11,Advanced Functional Materials,1616301X,,Article,,Dalian University of Technology,41,True,https://api.elsevier.com/content/abstract/scopus_id/85189820593,scopus,PENDING,NOT_STARTED,,11,180
"Structural, dielectric and magnetic study of double perovskite La2CoMnO6",10.1016/j.physb.2023.415473,2-s2.0-85177222474,85177222474,2024,2024-01-15,Physica B Condensed Matter,09214526,,Article,,Deenbandhu Chhotu Ram University of Science and Technology,38,False,https://api.elsevier.com/content/abstract/scopus_id/85177222474,scopus,PENDING,NOT_STARTED,,11,181
Enhanced piezoelectric performance of Cr/Ta non-equivalent co-doped Bi4Ti3O12-based high-temperature piezoceramics,10.26599/jac.2024.9220850,2-s2.0-85190401858,85190401858,2024,2024-03-01,Journal of Advanced Ceramics,22264108,,Article,,Sun Yat-Sen University,35,True,https://api.elsevier.com/content/abstract/scopus_id/85190401858,scopus,PENDING,NOT_STARTED,,11,182
Quantum microscopy with van der Waals heterostructures,10.1038/s41567-022-01815-5,2-s2.0-85141529898,85141529898,2023,2023-01-01,Nature Physics,17452473,,Article,,School of Physics,161,False,https://api.elsevier.com/content/abstract/scopus_id/85141529898,scopus,PENDING,NOT_STARTED,,11,183
Room temperature energy-efficient spin-orbit torque switching in two-dimensional van der Waals Fe3GeTe2 induced by topological insulators,10.1038/s41467-023-40714-y,2-s2.0-85168692346,85168692346,2023,2023-12-01,Nature Communications,,,Article,,Beihang University,118,True,https://api.elsevier.com/content/abstract/scopus_id/85168692346,scopus,PENDING,NOT_STARTED,,11,184
Photo-induced high-temperature ferromagnetism in YTiO3,10.1038/s41586-023-05853-8,2-s2.0-85159545054,85159545054,2023,2023-05-04,Nature,00280836,,Article,,Cornell University College of Engineering; Max Planck Institute for the Structure and Dynamics of Matter,102,True,https://api.elsevier.com/content/abstract/scopus_id/85159545054,scopus,PENDING,NOT_STARTED,,11,185
Designing magnetocaloric materials for hydrogen liquefaction with light rare-earth Laves phases,10.1088/2515-7655/accb0b,2-s2.0-85158881514,85158881514,2023,2023-07-01,Jphys Energy,,,Article,,Technische Universität Darmstadt,53,True,https://api.elsevier.com/content/abstract/scopus_id/85158881514,scopus,PENDING,NOT_STARTED,,11,186
Tunable magnetic phase transition and magnetocaloric effect in the rare-earth-free Al-Mn-Fe-Co-Cr high-entropy alloys,10.1016/j.matdes.2023.111894,2-s2.0-85151555522,85151555522,2023,2023-05-01,Materials and Design,02641275,,Article,,Hangzhou Dianzi University,49,True,https://api.elsevier.com/content/abstract/scopus_id/85151555522,scopus,PENDING,NOT_STARTED,,11,187
Wide field imaging of van der Waals ferromagnet Fe3GeTe2 by spin defects in hexagonal boron nitride,10.1038/s41467-022-33016-2,2-s2.0-85137753253,85137753253,2022,2022-12-01,Nature Communications,,,Article,,Department of Physics,131,True,https://api.elsevier.com/content/abstract/scopus_id/85137753253,scopus,PENDING,NOT_STARTED,,11,188
Phase transformations in an Aurivillius layer structured ferroelectric designed using the high entropy concept,10.1016/j.actamat.2022.117815,2-s2.0-85126368570,85126368570,2022,2022-05-01,Acta Materialia,13596454,,Article,,Queen Mary University of London,74,False,https://api.elsevier.com/content/abstract/scopus_id/85126368570,scopus,PENDING,NOT_STARTED,,11,189
High-TC Two-Dimensional Ferroelectric CuCrS2 Grown via Chemical Vapor Deposition,10.1021/acsnano.2c01470,2-s2.0-85129309579,85129309579,2022,2022-05-24,ACS Nano,19360851,,Article,,Huazhong University of Science and Technology,72,False,https://api.elsevier.com/content/abstract/scopus_id/85129309579,scopus,PENDING,NOT_STARTED,,11,190
High Entropy Oxide Relaxor Ferroelectrics,10.1021/acsami.2c00340,2-s2.0-85126072349,85126072349,2022,2022-03-09,ACS Applied Materials and Interfaces,19448244,,Article,,Oak Ridge National Laboratory; Los Alamos National Laboratory,68,False,https://api.elsevier.com/content/abstract/scopus_id/85126072349,scopus,PENDING,NOT_STARTED,,11,191
The second-order magnetic phase transition and magnetocaloric effect in all-d-metal NiCoMnTi-based Heusler alloys,10.1016/j.jallcom.2022.164337,2-s2.0-85125632092,85125632092,2022,2022-06-15,Journal of Alloys and Compounds,09258388,,Article,,Delft University of Technology,64,True,https://api.elsevier.com/content/abstract/scopus_id/85125632092,scopus,PENDING,NOT_STARTED,,11,192
Optimized strain performance in <001>-textured Bi0.5Na0.5TiO3-based ceramics with ergodic relaxor state and core—shell microstructure,10.1007/s40145-022-0628-9,2-s2.0-85136548805,85136548805,2022,2022-10-01,Journal of Advanced Ceramics,22264108,,Article,,Powder Metallurgy Research Institute,58,True,https://api.elsevier.com/content/abstract/scopus_id/85136548805,scopus,PENDING,NOT_STARTED,,11,193
Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Human Motion Monitoring,10.1007/s40820-021-00649-9,2-s2.0-85105223403,85105223403,2021,2021-12-01,Nano Micro Letters,23116706,,Article,,Shanghai Jiao Tong University,138,True,https://api.elsevier.com/content/abstract/scopus_id/85105223403,scopus,PENDING,NOT_STARTED,,11,194
Strong intrinsic room-temperature ferromagnetism in freestanding non-van der Waals ultrathin 2D crystals,10.1038/s41467-021-26009-0,2-s2.0-85115885794,85115885794,2021,2021-12-01,Nature Communications,,,Article,,Huazhong University of Science and Technology,128,True,https://api.elsevier.com/content/abstract/scopus_id/85115885794,scopus,PENDING,NOT_STARTED,,11,195
"Magnetic, elastic, dielectric, microwave absorption and optical characterization of cobalt-substituted nickel spinel ferrites",10.1016/j.mseb.2020.114513,2-s2.0-85081651820,85081651820,2020,2020-05-01,Materials Science and Engineering B,09215107,,Article,,Guru Nanak Dev University,141,False,https://api.elsevier.com/content/abstract/scopus_id/85081651820,scopus,PENDING,NOT_STARTED,,11,196
Biquadratic exchange interactions in two-dimensional magnets,10.1038/s41524-020-00416-1,2-s2.0-85092319065,85092319065,2020,2020-12-01,Npj Computational Materials,,,Article,,Queen's University Belfast,137,True,https://api.elsevier.com/content/abstract/scopus_id/85092319065,scopus,PENDING,NOT_STARTED,,11,197
Practical high-performance lead-free piezoelectrics: Structural flexibility beyond utilizing multiphase coexistence,10.1093/nsr/nwz167,2-s2.0-85083958512,85083958512,2020,2020-02-01,National Science Review,20955138,,Article,,Tsinghua University,122,True,https://api.elsevier.com/content/abstract/scopus_id/85083958512,scopus,PENDING,NOT_STARTED,,11,198
Quantum transport evidence of Weyl fermions in an epitaxial ferromagnetic oxide,10.1038/s41467-020-18646-8,2-s2.0-85092328628,85092328628,2020,2020-12-01,Nature Communications,,,Article,,NTT Basic Research Laboratories; Center for Spintronics Research Network,120,True,https://api.elsevier.com/content/abstract/scopus_id/85092328628,scopus,PENDING,NOT_STARTED,,11,199
"Spin exchange, electronic correlation, and thermoelectric transport in Rb2GeMBr6(M = V, Mn, Ni) halide double perovskites from first principles calculations",10.1039/d5tc01842k,2-s2.0-105026748094,105026748094,2026,2026-01-08,Journal of Materials Chemistry C,20507526,,Article,,Jamia Millia Islamia,20,False,https://api.elsevier.com/content/abstract/scopus_id/105026748094,scopus,PENDING,NOT_STARTED,,10,200
